author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/304286516/,Санкт-Петербург,sale,flat,3,23,1,32.62,-1,0,6837267.0,Приморский, Ивинская,1к2,Комендантский проспект,Юнтолово
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/304400451/,Санкт-Петербург,sale,flat,23,23,3,92.0,-1,0,29990000.0,Невский,проспект Обуховской обороны,195,Пролетарская,Дом-Мегалит на Неве
RAUKTIS CITY APARTMENTS,real_estate_agent,https://spb.cian.ru/sale/flat/304645135/,Санкт-Петербург,sale,flat,3,4,2,52.5,-1,0,8500000.0,Адмиралтейский,Лермонтовский проспект,10/53,Садовая,
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/304286526/,Санкт-Петербург,sale,flat,6,23,2,50.14,-1,0,9722427.0,Приморский, Ивинская,1к2,Комендантский проспект,Юнтолово
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/302465350/,Санкт-Петербург,sale,flat,5,6,4,117.0,-1,0,74900000.0,Петроградский, Блохина,6/3,Спортивная,
ID 16193879,homeowner,https://spb.cian.ru/sale/flat/302133744/,Санкт-Петербург,sale,flat,8,9,2,44.5,-1,0,9700000.0,Калининский, Софьи Ковалевской,10К2,Академическая,
GloraX,developer,https://spb.cian.ru/sale/flat/279352014/,Санкт-Петербург,sale,flat,12,14,1,38.8,-1,0,14649999.0,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/303856859/,Санкт-Петербург,sale,flat,9,9,5,160.0,-1,0,79900000.0,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
Владис Центральный,real_estate_agent,https://spb.cian.ru/sale/flat/301557585/,Санкт-Петербург,sale,flat,5,5,1,35.0,-1,0,6850000.0,Петроградский,Саблинская ,3,Горьковская,
ПИК,developer,https://spb.cian.ru/sale/flat/293408455/,Санкт-Петербург,sale,flat,2,9,1,35.8,-1,0,14076631.0,Адмиралтейский,Измайловское,к 2.1,Балтийская,Лермонтовский 54 ЖК
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/300145447/,Санкт-Петербург,sale,flat,4,10,1,45.0,-1,0,9350000.0,Василеостровский, Кораблестроителей,22К1,Приморская,
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304533903/,Санкт-Петербург,sale,flat,11,13,1,31.3,-1,0,6790000.0,Приморский,Планерная ,89,Комендантский проспект,New Time
РСТИ,developer,https://spb.cian.ru/sale/flat/293496609/,Санкт-Петербург,sale,flat,3,8,1,39.3,-1,0,19118473.0,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
VALO,real_estate_agent,https://spb.cian.ru/sale/flat/296846411/,Санкт-Петербург,sale,flat,9,18,1,52.51,-1,0,13932400.0,Фрунзенский, Салова,61,Бухарестская,Комплекс апартаментов Valo City
МАКРОМИР НЕДВИЖИМОСТЬ,real_estate_agent,https://spb.cian.ru/sale/flat/304556272/,Санкт-Петербург,sale,flat,5,17,3,101.5,-1,0,15890000.0,Приморский,проспект Сизова,22,Комендантский проспект,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301553701/,Санкт-Петербург,sale,flat,8,11,1,40.46,-1,0,17652698.0,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
IVA,real_estate_agent,https://spb.cian.ru/sale/flat/303949354/,Санкт-Петербург,sale,flat,8,8,1,60.0,-1,0,24000000.0,Приморский,Приморский проспект,78к5,Беговая,Лахта Плаза
Сергей Александров,realtor,https://spb.cian.ru/sale/flat/291794849/,Санкт-Петербург,sale,flat,3,6,4,130.0,-1,0,38000000.0,Адмиралтейский,набережная Канала Грибоедова,85/9,Спасская,
AAG,developer,https://spb.cian.ru/sale/flat/303278612/,Санкт-Петербург,sale,flat,7,11,2,52.72,-1,0,20299917.0,Красногвардейский,Магнитогорская ,11К,,ALPEN
ИнвестКомплекс,official_representative,https://spb.cian.ru/sale/flat/304673690/,Санкт-Петербург,sale,flat,2,4,1,64.3,-1,0,12725903.0,Приморский, Новая,51к15,Беговая,Квартал Лахта Парк
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/304431009/,Санкт-Петербург,sale,flat,5,5,4,95.4,-1,0,12999000.0,Центральный,4-я Советская ,31-33/10,Площадь Восстания,
RBI,developer,https://spb.cian.ru/sale/flat/304071200/,Санкт-Петербург,sale,flat,2,16,1,35.3,-1,0,10176280.0,Выборгский,Шувалово-Озерки,,Проспект Просвещения,Струны
Илья Мерчук,realtor,https://spb.cian.ru/sale/flat/304718548/,Санкт-Петербург,sale,flat,2,8,3,154.0,-1,0,78700000.0,Петроградский,Кемская ,1,Крестовский остров,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/300009300/,Санкт-Петербург,sale,flat,7,9,1,29.5,-1,0,5650000.0,Калининский,проспект Просвещения,84К1,Гражданский проспект,
GloraX,developer,https://spb.cian.ru/sale/flat/279351661/,Санкт-Петербург,sale,flat,3,14,2,73.0,-1,0,19469999.0,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
Orange Life,real_estate_agent,https://spb.cian.ru/sale/flat/299251927/,Санкт-Петербург,sale,flat,3,5,2,42.5,-1,0,18212063.0,Адмиралтейский,Гороховая ,47В,Сенная площадь,"Апарт-комплекс на Гороховой, 47"
Квадратный метр,real_estate_agent,https://spb.cian.ru/sale/flat/302992842/,Санкт-Петербург,sale,flat,5,13,2,52.4,-1,0,7800000.0,Невский,Варфоломеевская ,6,Ломоносовская,Апарт-отель Начало
RBI,developer,https://spb.cian.ru/sale/flat/304057464/,Санкт-Петербург,sale,flat,4,9,1,43.5,-1,0,20500000.0,Центральный,Миргородская ,1,Площадь Восстания,Миръ
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/301598471/,Санкт-Петербург,sale,flat,8,8,2,105.0,-1,0,80000000.0,Петроградский,Петровский проспект,26к2,Крестовский остров,The One
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304647811/,Санкт-Петербург,sale,flat,6,9,2,48.6,-1,0,7400000.0,2 комн. кв-ра в развитом е!2-комн. квартира,6/9 этаж,6/9 этаж,,
ПИК,developer,https://spb.cian.ru/sale/flat/304314377/,Санкт-Петербург,sale,flat,2,9,2,55.0,-1,0,18555130.0,Адмиралтейский,Измайловское,к 2.2,Балтийская,Лермонтовский 54 ЖК
СТАТУС,real_estate_agent,https://spb.cian.ru/sale/flat/304020915/,Санкт-Петербург,sale,flat,3,11,3,121.0,-1,0,87000000.0,Петроградский,Петровский проспект,11к3,Крестовский остров,Neva Haus
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/302931867/,Санкт-Петербург,sale,flat,5,7,3,62.9,-1,0,12899000.0,Петроградский, Большая Зеленина,16,Чкаловская,
AAG,developer,https://spb.cian.ru/sale/flat/304134340/,Санкт-Петербург,sale,flat,5,9,1,27.9,-1,0,11359178.0,Красногвардейский, Помяловского,3,Новочеркасская,Akzent
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/294562193/,Санкт-Петербург,sale,flat,3,3,3,125.0,-1,0,160000000.0,Петроградский,2-я Березовая аллея,13-15В,Черная речка,
Артем Данилов,realtor,https://spb.cian.ru/sale/flat/304622025/,Санкт-Петербург,sale,flat,5,5,2,44.6,-1,0,5250000.0,Красносельский, Лермонтова,12к3,Проспект Ветеранов,
РСТИ,developer,https://spb.cian.ru/sale/flat/293496467/,Санкт-Петербург,sale,flat,7,8,2,78.1,-1,0,33746509.0,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
ID 7479168,homeowner,https://spb.cian.ru/sale/flat/198538955/,Санкт-Петербург,sale,flat,3,13,1,43.0,-1,0,14490000.0,Красногвардейский,Пискаревский проспект,1,Площадь Ленина,Четыре горизонта
ФЛИП,real_estate_agent,https://spb.cian.ru/sale/flat/303928849/,Санкт-Петербург,sale,flat,4,15,2,54.0,-1,0,7000000.0,Красногвардейский,проспект Энергетиков,40,Ладожская,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/304489808/,Санкт-Петербург,sale,flat,2,11,2,70.53,-1,0,23514360.0,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/303246917/,Санкт-Петербург,sale,flat,7,7,5,260.0,-1,0,220000000.0,Петроградский,Динамовская ,2,Крестовский остров,
ID 96355318,homeowner,https://spb.cian.ru/sale/flat/304664472/,Санкт-Петербург,sale,flat,8,13,2,64.2,-1,0,22650000.0,Приморский,Студенческая ,14к2,Лесная,Terra
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/304688587/,Санкт-Петербург,sale,flat,5,12,1,38.65,-1,0,16124780.0,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
TOP GRADE ESTATE,real_estate_agent,https://spb.cian.ru/sale/flat/303694169/,Санкт-Петербург,sale,flat,12,14,1,38.89,-1,0,9900000.0,Приморский,Планерная ,89,Комендантский проспект,New Time
НАСЛЕДСТВО,real_estate_agent,https://spb.cian.ru/sale/flat/304328536/,Санкт-Петербург,sale,flat,12,19,1,28.8,-1,0,5600000.0,Невский,Октябрьская набережная,68,Ломоносовская,
Sun Development,developer,https://spb.cian.ru/sale/flat/302829859/,Санкт-Петербург,sale,flat,6,7,1,65.36,-1,0,22733515.0,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
ИнвестКомплекс,official_representative,https://spb.cian.ru/sale/flat/304680213/,Санкт-Петербург,sale,flat,3,4,2,67.3,-1,0,13610786.0,Приморский, Новая,51к3,Беговая,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302688150/,Санкт-Петербург,sale,flat,7,7,1,48.3,-1,0,9499999.0,Петроградский, Куйбышева,36,Горьковская,
GloraX,developer,https://spb.cian.ru/sale/flat/303831132/,Санкт-Петербург,sale,flat,8,9,1,31.79,-1,0,12599999.0,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская
Вадим Иванов,realtor,https://spb.cian.ru/sale/flat/302370835/,Санкт-Петербург,sale,flat,3,5,3,127.6,-1,0,39900000.0,Выборгский,Большая Озерная ,77,Проспект Просвещения,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631043/,Санкт-Петербург,sale,flat,6,6,1,32.2,-1,0,7900000.0,Петроградский,Колпинская ,27-29,Чкаловская,
RBI,developer,https://spb.cian.ru/sale/flat/299536424/,Санкт-Петербург,sale,flat,3,14,1,31.5,-1,0,10800000.0,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
ИнвестКомплекс,official_representative,https://spb.cian.ru/sale/flat/304678362/,Санкт-Петербург,sale,flat,3,4,1,52.2,-1,0,11573132.0,Приморский, Новая,51к4,Беговая,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631052/,Санкт-Петербург,sale,flat,6,9,2,52.8,-1,0,11500000.0,Московский,Ленинский проспект,147,Ленинский проспект,
RBI,developer,https://spb.cian.ru/sale/flat/304071286/,Санкт-Петербург,sale,flat,2,15,2,63.0,-1,0,16117655.0,Выборгский,Шувалово-Озерки,,Проспект Просвещения,Струны
Влас Жерихов,realtor,https://spb.cian.ru/sale/flat/304794142/,Санкт-Петербург,sale,flat,1,26,1,38.3,-1,0,5500000.0,Невский,проспект Советский,34к3,Рыбацкое,Невские паруса
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/302462099/,Санкт-Петербург,sale,flat,3,10,3,118.0,-1,0,49900000.0,Петроградский, Профессора Попова,37к3,Петроградская,Буржуа
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/302310250/,Санкт-Петербург,sale,flat,8,23,1,62.0,-1,0,23398800.0,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,"Институтский, 16"
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/302010271/,Санкт-Петербург,sale,flat,4,5,2,70.2,-1,0,18600000.0,Центральный, Маяковского,19/15,Маяковская,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631587/,Санкт-Петербург,sale,flat,5,5,2,44.0,-1,0,4800000.0,Пушкинский,шоссе Колпинское,9,Шушары,
RBI,developer,https://spb.cian.ru/sale/flat/304057522/,Санкт-Петербург,sale,flat,3,9,2,69.3,-1,0,32200000.0,Центральный,Миргородская ,1,Площадь Восстания,Миръ
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/304813913/,Санкт-Петербург,sale,flat,9,25,1,34.6,-1,0,7300000.0,Невский, Коллонтай,5/1,Проспект Большевиков,Аврора
Самолет плюс,real_estate_agent,https://spb.cian.ru/sale/flat/304694720/,Санкт-Петербург,sale,flat,4,9,1,34.0,-1,0,5850000.0,Выборгский,проспект Художников,15/1,Озерки,
AAG,developer,https://spb.cian.ru/sale/flat/298322119/,Санкт-Петербург,sale,flat,2,9,2,76.5,-1,0,26132094.0,Красногвардейский, Помяловского,3,Новочеркасская,Akzent
TOP GRADE ESTATE,real_estate_agent,https://spb.cian.ru/sale/flat/303671181/,Санкт-Петербург,sale,flat,2,5,1,37.2,-1,0,6850000.0,Московский,Пулковское шоссе,99к4,Звездная,Парадный ансамбль
АРИН,real_estate_agent,https://spb.cian.ru/sale/flat/304720123/,Санкт-Петербург,sale,flat,2,5,1,30.9,-1,0,6600000.0,Московский,Алтайская ,17,Московская,
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/297998589/,Санкт-Петербург,sale,flat,3,9,1,64.44,-1,0,30093480.0,Василеостровский,20-я Васильевского острова линия,19,Спортивная,"Большой, 67"
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/303019719/,Санкт-Петербург,sale,flat,3,10,3,151.0,-1,0,120000000.0,Петроградский,Вязовая ,8,Крестовский остров,Привилегия
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/296771692/,Санкт-Петербург,sale,flat,1,5,2,40.8,-1,0,5800000.0,Пушкинский, Генерала Хазова,47,Купчино,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/304688532/,Санкт-Петербург,sale,flat,2,12,2,59.2,-1,0,21803360.0,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
Артем Снегирев,realtor,https://spb.cian.ru/sale/flat/304216702/,Санкт-Петербург,sale,flat,4,8,1,37.2,-1,0,9000000.0,Приморский,1-я Утиная ,28,Озерки,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631418/,Санкт-Петербург,sale,flat,12,13,2,54.7,-1,0,10550000.0,Выборгский,проспект Энгельса,139/21,Проспект Просвещения,
Sun Development,developer,https://spb.cian.ru/sale/flat/302829847/,Санкт-Петербург,sale,flat,2,7,2,65.36,-1,0,21061933.0,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
Андрей Сурмай,realtor,https://spb.cian.ru/sale/flat/304736833/,Санкт-Петербург,sale,flat,7,12,1,35.9,-1,0,6690000.0,Приморский,проспект Юнтоловский,45к2,Беговая,Юнтолово
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/299641820/,Санкт-Петербург,sale,flat,9,12,2,47.8,-1,0,8600000.0,Московский,Пулковское шоссе,9К2,Московская,
GloraX,developer,https://spb.cian.ru/sale/flat/303819725/,Санкт-Петербург,sale,flat,8,9,2,49.17,-1,0,17299999.0,Адмиралтейский, Шкапина,15,Балтийская,GloraX Балтийская
ИнвестКомплекс,official_representative,https://spb.cian.ru/sale/flat/304678923/,Санкт-Петербург,sale,flat,2,4,3,81.3,-1,0,16266301.0,Приморский, Новая,51к10,Беговая,Квартал Лахта Парк
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/304145442/,Санкт-Петербург,sale,flat,3,9,3,62.2,-1,0,9950000.0,Выборгский, Руднева,21К1,Проспект Просвещения,
RBI,developer,https://spb.cian.ru/sale/flat/299131882/,Санкт-Петербург,sale,flat,3,14,2,48.7,-1,0,16000000.0,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
Кристалл,real_estate_agent,https://spb.cian.ru/sale/flat/304081357/,Санкт-Петербург,sale,flat,3,6,1,30.1,-1,0,6300000.0,Приморский,Ланское шоссе,10к1,Черная речка,
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/303448636/,Санкт-Петербург,sale,flat,13,15,1,35.0,-1,0,7600000.0,Московский,Пулковское шоссе,42к6,Звездная,ЦДС Московский
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301555829/,Санкт-Петербург,sale,flat,3,23,2,124.4,-1,0,40193640.0,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,"Институтский, 16"
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/301108095/,Санкт-Петербург,sale,flat,4,15,3,71.2,-1,0,19900000.0,Приморский,Мебельная ,19К2,Беговая,Дом с курантами
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304298846/,Санкт-Петербург,sale,flat,13,16,1,36.1,-1,0,7600000.0,Кировский,Морские ворота,9,Балтийская,
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/297998628/,Санкт-Петербург,sale,flat,6,9,2,82.45,-1,0,39576000.0,Василеостровский,20-я Васильевского острова линия,19,Василеостровская,"Большой, 67"
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/297403314/,Санкт-Петербург,sale,flat,2,4,4,443.0,-1,0,370000000.0,Петроградский,Чкаловское,5,Крестовский остров,
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304286062/,Санкт-Петербург,sale,flat,7,9,3,59.0,-1,0,10900000.0,Фрунзенский, Турку,19К1,Проспект Славы,
GloraX,developer,https://spb.cian.ru/sale/flat/295950298/,Санкт-Петербург,sale,flat,2,15,1,43.9,-1,0,14379998.0,Красногвардейский,проспект Энергетиков,2к2,,Апарт-отель GloraX Заневский
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/291683449/,Санкт-Петербург,sale,flat,7,7,4,222.0,-1,0,104900000.0,Петроградский,Каменноостровский проспект,54/31,Петроградская,
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/299465710/,Санкт-Петербург,sale,flat,12,17,3,90.1,-1,0,15000000.0,Приморский, Савушкина,117к2,Беговая,
AAG,developer,https://spb.cian.ru/sale/flat/298267754/,Санкт-Петербург,sale,flat,5,7,1,39.66,-1,0,19432963.0,Василеостровский,Васильевский,,Василеостровская,Amo
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/286484031/,Санкт-Петербург,sale,flat,1,6,5,201.8,-1,0,58000000.0,Петроградский,набережная Мартынова,74Д,Крестовский остров,
ID 47206405,homeowner,https://spb.cian.ru/sale/flat/304497249/,Санкт-Петербург,sale,flat,7,12,3,62.2,-1,0,11450000.0,Красносельский, Чекистов,22,Ленинский проспект,
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/302780092/,Санкт-Петербург,sale,flat,2,27,1,39.32,-1,0,8552100.0,Выборгский,Заречная ,46к1,Парнас,Северная долина
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/296488797/,Санкт-Петербург,sale,flat,3,6,3,120.0,-1,0,56000000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
СМИРНОВ и К,real_estate_agent,https://spb.cian.ru/sale/flat/301224486/,Санкт-Петербург,sale,flat,2,9,1,35.3,-1,0,5600000.0,Фрунзенский,Будапештская ,106К2,Дунайская,
AAG,developer,https://spb.cian.ru/sale/flat/303634257/,Санкт-Петербург,sale,flat,6,9,1,25.08,-1,0,11953038.0,Петроградский,Пионерская ,53,Чкаловская,Avant
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/303136966/,Санкт-Петербург,sale,flat,3,5,3,132.0,-1,0,33000000.0,Выборгский,Калязинская ,7,Удельная,Калязинская 7
ID 109291186,homeowner,https://spb.cian.ru/sale/flat/304613852/,Санкт-Петербург,sale,flat,4,18,3,103.7,-1,0,24500000.0,Красносельский,Ленинский проспект,88,Ленинский проспект,
GloraX,developer,https://spb.cian.ru/sale/flat/292590423/,Санкт-Петербург,sale,flat,4,15,2,41.0,-1,0,14377332.0,Красногвардейский,проспект Энергетиков,2к2,,Апарт-отель GloraX Заневский
Престиж,real_estate_agent,https://spb.cian.ru/sale/flat/296489208/,Санкт-Петербург,sale,flat,3,6,3,114.0,-1,0,49900000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/299517113/,Санкт-Петербург,sale,flat,6,13,1,34.56,-1,0,7850000.0,Василеостровский, Чирикова,5,Приморская,Аквилон ZALIVE
Алькор,developer,https://spb.cian.ru/sale/flat/303221732/,Санкт-Петербург,sale,flat,3,5,1,34.54,-1,0,11614621.0,Кронштадтский,дорога Цитадельская,,Беговая,Кронфорт.Центральный
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631466/,Санкт-Петербург,sale,flat,3,9,3,60.0,-1,0,9996000.0,Приморский,Серебристый бульвар,22К1,Пионерская,
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/304472308/,Санкт-Петербург,sale,flat,2,17,1,38.3,-1,0,6800000.0,Фрунзенский,Бухарестская ,146к1,Дунайская,
AAG,developer,https://spb.cian.ru/sale/flat/298267662/,Санкт-Петербург,sale,flat,2,7,2,63.32,-1,0,32161177.0,Василеостровский,Васильевский,,Василеостровская,Amo
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/303828498/,Санкт-Петербург,sale,flat,8,9,1,32.0,-1,0,7250000.0,Московский,Краснопутиловская ,121,Московская,
ID 115613950,homeowner,https://spb.cian.ru/sale/flat/301042294/,Санкт-Петербург,sale,flat,8,16,1,36.0,-1,0,8600000.0,Калининский,проспект Непокоренных,49к2,Площадь Мужества,
RBI,developer,https://spb.cian.ru/sale/flat/295197899/,Санкт-Петербург,sale,flat,15,16,1,44.5,-1,0,13600000.0,Московский,Ташкентская ,6к2,Московские ворота,Апарт-отель ARTSTUDIO М103
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631347/,Санкт-Петербург,sale,flat,1,3,2,50.0,-1,0,7500000.0,Красногвардейский,Ириновский проспект,39К1,Ладожская,
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/297314333/,Санкт-Петербург,sale,flat,6,6,1,46.8,-1,0,8000000.0,Пушкинский,Кедринская ,6,Купчино,
РСТИ,developer,https://spb.cian.ru/sale/flat/295858818/,Санкт-Петербург,sale,flat,2,9,1,31.47,-1,0,7790396.0,Красносельский, Тамбасова,5,Проспект Ветеранов,Кинопарк
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631447/,Санкт-Петербург,sale,flat,12,12,3,70.0,-1,0,15900000.0,Приморский,Приморский проспект,149К1,Беговая,
Роман Корякин,realtor,https://spb.cian.ru/sale/flat/297155730/,Санкт-Петербург,sale,flat,6,14,2,63.88,-1,0,17200000.0,Приморский,Студенческая ,14к2,Лесная,Terra
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/297361356/,Санкт-Петербург,sale,flat,25,27,2,44.0,-1,0,10389465.0,Выборгский,проезд Толубеевский,34к2,Проспект Просвещения,Северная долина
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/299519150/,Санкт-Петербург,sale,flat,3,4,4,280.0,-1,0,350000000.0,Центральный,набережная Кутузова,24,Площадь Ленина,Особняк Кушелева-Безбородко
PRO.Flat,real_estate_agent,https://spb.cian.ru/sale/flat/296258121/,Санкт-Петербург,sale,flat,4,22,1,32.62,-1,0,5550000.0,Приморский, Ивинская,11,Беговая,Юнтолово
AAG,developer,https://spb.cian.ru/sale/flat/303634233/,Санкт-Петербург,sale,flat,4,9,2,52.53,-1,0,22250873.0,Петроградский,Пионерская ,53,Чкаловская,Avant
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302970166/,Санкт-Петербург,sale,flat,2,5,2,54.9,-1,0,8150000.0,Кировский, Зайцева,37,Кировский завод,
PRO.Flat,real_estate_agent,https://spb.cian.ru/sale/flat/301455943/,Санкт-Петербург,sale,flat,24,25,1,37.7,-1,0,6899999.0,Невский, Белышева,5/6,Проспект Большевиков,Аврора
Алькор,developer,https://spb.cian.ru/sale/flat/303663778/,Санкт-Петербург,sale,flat,2,5,2,46.83,-1,0,13071014.0,Кронштадтский,дорога Цитадельская,,Беговая,Кронфорт.Центральный
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/303230364/,Санкт-Петербург,sale,flat,2,13,1,42.0,-1,0,6349999.0,Невский,Варфоломеевская ,6,Ломоносовская,Апарт-отель Начало
Этажи Санкт-Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/300236937/,Санкт-Петербург,sale,flat,4,5,2,45.2,-1,0,7000000.0,Невский, Новоселов,27,Ломоносовская,
ПИК,developer,https://spb.cian.ru/sale/flat/292688390/,Санкт-Петербург,sale,flat,3,13,1,35.8,-1,0,11185332.0,Выборгский,Кантемировская ,11,Лесная,Кантемировская 11
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304836104/,Санкт-Петербург,sale,flat,6,23,1,34.0,-1,0,6271499.0,Невский, Русановская,11,Ломоносовская,Ласточкино гнездо
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/302461260/,Санкт-Петербург,sale,flat,14,14,2,53.7,-1,0,8899000.0,Московский,Витебский проспект,85к1,Купчино,
РСТИ,developer,https://spb.cian.ru/sale/flat/295858733/,Санкт-Петербург,sale,flat,2,9,2,49.64,-1,0,11310874.0,Красносельский, Тамбасова,5,Проспект Ветеранов,Кинопарк
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/291632305/,Санкт-Петербург,sale,flat,4,4,4,135.0,-1,0,165000000.0,Центральный,набережная Кутузова,24,Площадь Ленина,Особняк Кушелева-Безбородко
KARTES,real_estate_agent,https://spb.cian.ru/sale/flat/301562701/,Санкт-Петербург,sale,flat,3,10,1,33.2,-1,0,5500000.0,Приморский, Щербакова,5,Удельная,
ПИК,developer,https://spb.cian.ru/sale/flat/304311013/,Санкт-Петербург,sale,flat,6,12,1,38.3,-1,0,12431490.0,Василеостровский,Гавань,1,Приморская,Шкиперский 19 ЖК
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302776095/,Санкт-Петербург,sale,flat,1,10,1,41.0,-1,0,5999999.0,Приморский,Глухарская ,5к2В,Комендантский проспект,
GLENDELS,real_estate_agent,https://spb.cian.ru/sale/flat/303297269/,Санкт-Петербург,sale,flat,7,9,1,30.0,-1,0,7000000.0,Невский,Народная ,16,Ломоносовская,
Сенатор,developer,https://spb.cian.ru/sale/flat/294787260/,Санкт-Петербург,sale,flat,1,8,1,35.4,-1,0,7929600.0,Курортный, Правды,,,Мариоки
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304572206/,Санкт-Петербург,sale,flat,10,12,1,33.2,-1,0,5690000.0,Колпинский, Севастьянова,30к2,Рыбацкое,Новое Колпино
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/298898154/,Санкт-Петербург,sale,flat,15,29,2,63.0,-1,0,11000000.0,Невский, Славянская,24,Рыбацкое,Живи! в Рыбацком
