author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/294492595/,Санкт-Петербург,sale,flat,3,4,5,176.9,-1,0,45000000.0,Центральный,Фурштатская ,23,Чернышевская,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303812812/,Санкт-Петербург,sale,flat,2,12,1,34.82,-1,0,13050205.0,Выборгский,Светлановское,,Удельная,Панорама парк Сосновка
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/285457414/,Санкт-Петербург,sale,flat,4,6,5,194.0,-1,0,73000000.0,Центральный,набережная Канала Грибоедова,19,Гостиный двор,
АДРЕСАТ,real_estate_agent,https://spb.cian.ru/sale/flat/303424784/,Санкт-Петербург,sale,flat,2,9,2,44.0,-1,0,6450000.0,Выборгский,проспект Луначарского,76,Озерки,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/295505639/,Санкт-Петербург,sale,flat,2,12,1,33.32,-1,0,13300294.0,Василеостровский,Уральская ,,Василеостровская,Amber Club
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/290247521/,Санкт-Петербург,sale,flat,16,16,4,260.0,-1,0,100000000.0,Петроградский,Пионерская ,50,Чкаловская,Премьер Палас
TOP GRADE ESTATE,real_estate_agent,https://spb.cian.ru/sale/flat/303672017/,Санкт-Петербург,sale,flat,4,5,3,83.36,-1,0,13990000.0,Московский,Пулковское шоссе,,Звездная,Парадный ансамбль
RBI,developer,https://spb.cian.ru/sale/flat/304057186/,Санкт-Петербург,sale,flat,2,6,3,97.7,-1,0,40177531.0,Центральный,Миргородская ,1,Площадь Александра Невского,Миръ
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/304313645/,Санкт-Петербург,sale,flat,1,5,1,40.9,-1,0,9300000.0,Пушкинский, Кокколевская,14к2,Купчино,Образцовый квартал 9
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/300136646/,Санкт-Петербург,sale,flat,14,15,2,49.1,-1,0,8400000.0,Невский,Октябрьская набережная,124к7,Ломоносовская,
Арсенал-Недвижимость,developer,https://spb.cian.ru/sale/flat/266867355/,Санкт-Петербург,sale,flat,3,12,2,61.98,-1,0,16846164.0,Приморский,проспект Авиаконструкторов,54,Комендантский проспект,Modum
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/285457311/,Санкт-Петербург,sale,flat,3,7,5,253.0,-1,0,186361500.0,Петроградский,проспект Динамо,12,Крестовский остров,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303577355/,Санкт-Петербург,sale,flat,1,21,1,36.1,-1,0,6600000.0,Московский,Пулковская ,8К2,Звездная,
GloraX,developer,https://spb.cian.ru/sale/flat/300830637/,Санкт-Петербург,sale,flat,14,15,2,51.74,-1,0,10939999.0,Выборгский,,,,Глоракс Парголово ЖК
ЦДС,real_estate_agent,https://spb.cian.ru/sale/flat/303659546/,Санкт-Петербург,sale,flat,7,15,1,38.42,-1,0,5900000.0,Выборгский,дорога Михайловская,,Озерки,Parkolovo
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/303965085/,Санкт-Петербург,sale,flat,2,26,1,43.8,-1,0,7700000.0,Красносельский,Петергофское шоссе,17к1,Ленинский проспект,
Балтийская жемчужина,developer,https://spb.cian.ru/sale/flat/301002994/,Санкт-Петербург,sale,flat,3,4,1,54.1,-1,0,16887315.0,Красносельский,проспект Патриотов,33,,Riviera club
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/287439412/,Санкт-Петербург,sale,flat,1,4,2,151.6,-1,0,227400000.0,Петроградский,1-я Березовая аллея,7,Черная речка,Резиденция на Каменном
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303870435/,Санкт-Петербург,sale,flat,2,12,2,72.79,-1,0,19300195.0,Выборгский,Светлановское,,Удельная,Панорама парк Сосновка
Insiders,real_estate_agent,https://spb.cian.ru/sale/flat/298169679/,Санкт-Петербург,sale,flat,4,8,1,37.6,-1,0,11750000.0,Красногвардейский,шоссе Революции,12к2,Выборгская,Ива Дом
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303637879/,Санкт-Петербург,sale,flat,1,9,2,44.7,-1,0,6000000.0,Фрунзенский, Ярослава Гашека,10/85,Дунайская,
Мегалит–Охта Групп,developer,https://spb.cian.ru/sale/flat/302703872/,Санкт-Петербург,sale,flat,2,16,1,39.1,-1,0,10283963.0,Приморский,Коломяжский проспект,13к3,Пионерская,Приморский квартал
QASABO,real_estate_agent,https://spb.cian.ru/sale/flat/300105661/,Санкт-Петербург,sale,flat,2,9,2,47.8,-1,0,8000000.0,Калининский, Демьяна Бедного,26к3,Гражданский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/301363322/,Санкт-Петербург,sale,flat,4,12,2,64.49,-1,0,20300139.0,Василеостровский,Уральская ,,Василеостровская,Amber Club
Вам к нам,real_estate_agent,https://spb.cian.ru/sale/flat/301155154/,Санкт-Петербург,sale,flat,2,9,2,50.8,-1,0,7700000.0,Невский, Дыбенко,12К3,Улица Дыбенко,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301553841/,Санкт-Петербург,sale,flat,4,11,3,102.34,-1,0,34503360.0,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/300504855/,Санкт-Петербург,sale,flat,3,7,2,59.0,-1,0,16000000.0,Московский, Севастьянова,4,Электросила,
Балтийская жемчужина,developer,https://spb.cian.ru/sale/flat/297299915/,Санкт-Петербург,sale,flat,3,4,2,71.7,-1,0,19511004.0,Красносельский,проспект Патриотов,33,,Riviera club
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/300666843/,Санкт-Петербург,sale,flat,5,12,1,51.3,-1,0,6195000.0,Пушкинский,Московское шоссе,246А,Шушары,
BRS,real_estate_agent,https://spb.cian.ru/sale/flat/300874953/,Санкт-Петербург,sale,flat,6,9,1,29.9,-1,0,6400000.0,Калининский, Бутлерова,12,Академическая,
Мегалит–Охта Групп,developer,https://spb.cian.ru/sale/flat/296705446/,Санкт-Петербург,sale,flat,4,16,2,53.06,-1,0,15092439.0,Приморский,Коломяжский проспект,13к3,Пионерская,Приморский квартал
Диалог,real_estate_agent,https://spb.cian.ru/sale/flat/296046045/,Санкт-Петербург,sale,flat,5,5,1,30.6,-1,0,5190000.0,Московский,Краснопутиловская ,58,Ленинский проспект,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301555845/,Санкт-Петербург,sale,flat,7,23,3,173.2,-1,0,55753080.0,Выборгский,аллея Академика Лихачева,7,Площадь Мужества,"Институтский, 16"
Луч,real_estate_agent,https://spb.cian.ru/sale/flat/302710570/,Санкт-Петербург,sale,flat,8,9,2,51.0,-1,0,8499000.0,Калининский, Карпинского,11к1,Академическая,
Унистрой,developer,https://spb.cian.ru/sale/flat/277296499/,Санкт-Петербург,sale,flat,2,10,3,98.2,-1,0,27800000.0,Красногвардейский,шоссе Революции,3к2,Площадь Ленина,Upoint на Пискарёвском
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299719017/,Санкт-Петербург,sale,flat,5,5,3,41.7,-1,0,6000000.0,Кировский,Ленинский проспект,119К3,Ленинский проспект,
ПИК,developer,https://spb.cian.ru/sale/flat/291240202/,Санкт-Петербург,sale,flat,2,9,3,80.0,-1,0,27405600.0,Адмиралтейский,Измайловское,к 2.2,Балтийская,Лермонтовский 54 ЖК
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/299236531/,Санкт-Петербург,sale,flat,2,22,3,63.2,-1,0,9644320.0,Красногвардейский,Полюстрово,,Девяткино,Цветной Город
RBI,developer,https://spb.cian.ru/sale/flat/299132039/,Санкт-Петербург,sale,flat,5,14,3,86.2,-1,0,25132856.0,Фрунзенский,Волковское,,Волковская,Аэронавт ЖК
Вероника Корбут,realtor,https://spb.cian.ru/sale/flat/302616766/,Санкт-Петербург,sale,flat,13,19,2,52.4,-1,0,10490000.0,Красносельский,проспект Кузнецова,10к2,Ленинский проспект,Южный
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/302458596/,Санкт-Петербург,sale,flat,2,25,2,43.5,-1,0,9352500.0,Невский,Октябрьская набережная ЖК,,Ломоносовская,Октябрьская набережная ЖК
Ринкон,real_estate_agent,https://spb.cian.ru/sale/flat/301183903/,Санкт-Петербург,sale,flat,4,5,1,31.6,-1,0,5100000.0,Калининский,Кондратьевский проспект,52,Выборгская,
Арсенал-Недвижимость,developer,https://spb.cian.ru/sale/flat/286774069/,Санкт-Петербург,sale,flat,3,12,1,47.91,-1,0,11976303.0,Приморский, Плесецкая,4,Комендантский проспект,Ariosto!
NEDmax,real_estate_agent,https://spb.cian.ru/sale/flat/304004316/,Санкт-Петербург,sale,flat,5,16,2,50.0,-1,0,8700000.0,Кировский,проспект Ветеранов,109к1,Ленинский проспект,
РСТИ,developer,https://spb.cian.ru/sale/flat/293496554/,Санкт-Петербург,sale,flat,6,8,3,110.3,-1,0,42355603.0,Петроградский,Петровский проспект,22к2,Крестовский остров,Familia
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/302696083/,Санкт-Петербург,sale,flat,5,8,3,146.3,-1,0,220000000.0,Петроградский,Вязовая ,8,Крестовский остров,Привилегия
Невский простор,real_estate_agent,https://spb.cian.ru/sale/flat/291808351/,Санкт-Петербург,sale,flat,14,14,1,35.1,-1,0,6700000.0,Выборгский,Выборгское шоссе,23к2,Проспект Просвещения,
LEGENDA Intelligent Development,developer,https://spb.cian.ru/sale/flat/301551915/,Санкт-Петербург,sale,flat,2,12,3,78.91,-1,0,28139306.0,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
BEYOND. ex-Engel Volkers,real_estate_agent,https://spb.cian.ru/sale/flat/297720134/,Санкт-Петербург,sale,flat,4,6,2,77.0,-1,0,38134021.0,Петроградский,Петровский проспект,2с2,Спортивная,"Элитный комплекс ""ROYAL PARK"""
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/303481629/,Санкт-Петербург,sale,flat,4,23,4,108.2,-1,0,19408979.0,Приморский, Ивинская,1к1,Комендантский проспект,Юнтолово
Sun Development,developer,https://spb.cian.ru/sale/flat/302829854/,Санкт-Петербург,sale,flat,4,7,3,90.96,-1,0,28660412.0,Василеостровский,11-я Васильевского острова линия,56,Василеостровская,Клубный дом Monodom Line
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/303765364/,Санкт-Петербург,sale,flat,21,22,3,87.4,-1,0,30700000.0,Красносельский,проспект Героев,33,Ленинский проспект,Legenda Героев
ID 15088120,homeowner,https://spb.cian.ru/sale/flat/296221278/,Санкт-Петербург,sale,flat,2,5,4,130.0,-1,0,30800000.0,Приморский,Школьная ,8,Черная речка,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303953185/,Санкт-Петербург,sale,flat,2,5,1,32.2,-1,0,6400200.0,Московский,Пулковский меридиан,,Звездная,Парадный ансамбль
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/302461260/,Санкт-Петербург,sale,flat,14,14,2,53.7,-1,0,8899000.0,Московский,Витебский проспект,85к1,Купчино,
Петроградская,real_estate_agent,https://spb.cian.ru/sale/flat/299729752/,Санкт-Петербург,sale,flat,8,21,1,34.5,-1,0,8900000.0,Выборгский,проспект Просвещения,15,Проспект Просвещения,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303870458/,Санкт-Петербург,sale,flat,2,7,1,37.11,-1,0,12600051.0,Невский,проспект Обуховской обороны,36,Елизаровская,Astra Marine на набережной
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/301123508/,Санкт-Петербург,sale,flat,7,9,3,58.7,-1,0,14300000.0,Московский,проспект Космонавтов,19К1,Парк Победы,
ID 2973190,unknown,https://spb.cian.ru/sale/flat/302823371/,Санкт-Петербург,sale,flat,3,5,3,85.3,-1,0,30000000.0,Центральный,Невский проспект,130,Площадь Восстания,
GloraX,developer,https://spb.cian.ru/sale/flat/291004582/,Санкт-Петербург,sale,flat,2,14,3,90.03,-1,0,23799999.0,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
Игорь Марчук,realtor,https://spb.cian.ru/sale/flat/300334739/,Санкт-Петербург,sale,flat,6,12,2,55.0,-1,0,10990000.0,Невский,Караваевская ,26К1,Рыбацкое,
Самолет Плюс СПБ Приморский,real_estate_agent,https://spb.cian.ru/sale/flat/293245038/,Санкт-Петербург,sale,flat,5,9,3,57.4,-1,0,8400000.0,Красногвардейский, Передовиков,33К2,Ладожская,
Арсенал-Недвижимость,developer,https://spb.cian.ru/sale/flat/275720462/,Санкт-Петербург,sale,flat,2,12,2,68.56,-1,0,16882215.0,Приморский, Плесецкая,2,Комендантский проспект,Ariosto!
БрокерЪ Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302384608/,Санкт-Петербург,sale,flat,2,3,2,64.8,-1,0,14900000.0,Василеостровский,3-я Васильевского острова линия,8,Василеостровская,
ID 107867813,realtor,https://spb.cian.ru/sale/flat/299896805/,Санкт-Петербург,sale,flat,8,8,3,104.9,-1,0,37449300.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,
AAG,developer,https://spb.cian.ru/sale/flat/298267697/,Санкт-Петербург,sale,flat,2,7,3,77.14,-1,0,42407252.0,Василеостровский,Васильевский,,Василеостровская,Amo
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/299679779/,Санкт-Петербург,sale,flat,13,14,3,70.0,-1,0,12690000.0,Московский,Пулковское шоссе,26,Звездная,
СЕЗАН,real_estate_agent,https://spb.cian.ru/sale/flat/300673608/,Санкт-Петербург,sale,flat,4,10,3,57.3,-1,0,8680000.0,Калининский,проспект Луначарского,88К1,Гражданский проспект,
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/302560237/,Санкт-Петербург,sale,flat,3,13,1,37.39,-1,0,11687664.0,Калининский,Полюстровский проспект,,Лесная,Respect
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/294083869/,Санкт-Петербург,sale,flat,4,4,2,57.3,-1,0,7490000.0,Красносельский,Петергофское шоссе,86к2,Проспект Ветеранов,
Юла,real_estate_agent,https://spb.cian.ru/sale/flat/296781807/,Санкт-Петербург,sale,flat,19,25,1,33.0,-1,0,8700000.0,Приморский,Комендантский проспект,58к1,Комендантский проспект,Legenda Комендантского
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/293271694/,Санкт-Петербург,sale,flat,2,12,1,32.67,-1,0,9572310.0,Выборгский,проспект Энгельса,29,Удельная,ID Svetlanovskiy
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/301258317/,Санкт-Петербург,sale,flat,11,18,1,47.8,-1,0,8700000.0,Красносельский,Ленинский проспект,72к1,Ленинский проспект,Оптимист
Интеском,developer,https://spb.cian.ru/sale/flat/299289524/,Санкт-Петербург,sale,flat,2,5,1,41.29,-1,0,10322500.0,Выборгский, Береговая,6,Проспект Просвещения,Loft у Озера
АЛЬМАС,real_estate_agent,https://spb.cian.ru/sale/flat/304301678/,Санкт-Петербург,sale,flat,4,5,2,46.1,-1,0,7400000.0,Калининский,Ключевая ,19,Лесная,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303394062/,Санкт-Петербург,sale,flat,3,5,2,50.55,-1,0,10350011.0,Московский,Пулковский меридиан,,Звездная,Парадный ансамбль
Северо-Западный Региональный Центр Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/296593315/,Санкт-Петербург,sale,flat,6,6,2,41.8,-1,0,7100000.0,Кировский,Автовская ,19,Автово,
ПИА Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303872646/,Санкт-Петербург,sale,flat,8,23,1,31.6,-1,0,8190000.0,Калининский,Полюстровский проспект,75,Лесная,БелАрт
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/304294038/,Санкт-Петербург,sale,flat,2,12,1,31.92,-1,0,8650224.0,Московский,м. Ленинский проспект,,Ленинский проспект,Сенат
ID 45680604,homeowner,https://spb.cian.ru/sale/flat/290977781/,Санкт-Петербург,sale,flat,4,14,1,42.0,-1,0,6490000.0,Выборгский, Тихоокеанская,18к3,Озерки,в Парголово
Инженер,real_estate_agent,https://spb.cian.ru/sale/flat/303264644/,Санкт-Петербург,sale,flat,15,25,1,30.0,-1,0,4300000.0,Красногвардейский, Чарушинская,24к1,Девяткино,Цветной Город
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/300906792/,Санкт-Петербург,sale,flat,2,7,2,58.75,-1,0,19150032.0,Невский,проспект Обуховской обороны,36,Елизаровская,Astra Marine на набережной
ID 24934192,homeowner,https://spb.cian.ru/sale/flat/303704257/,Санкт-Петербург,sale,flat,15,16,1,37.2,-1,0,12100000.0,Калининский,проспект Маршала Блюхера,7к3,Выборгская,Ландыши
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/302967708/,Санкт-Петербург,sale,flat,1,27,2,64.25,-1,0,7500000.0,Выборгский,Заречная ,40к1,Парнас,Северная долина
AAG,developer,https://spb.cian.ru/sale/flat/303279025/,Санкт-Петербург,sale,flat,2,11,3,91.68,-1,0,32607825.0,Красногвардейский,Магнитогорская ,11К,,ALPEN
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/298588228/,Санкт-Петербург,sale,flat,4,8,1,38.5,-1,0,16300000.0,Петроградский,Ремесленная ,17,Василеостровская,
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/299004442/,Санкт-Петербург,sale,flat,12,25,1,33.47,-1,0,7300000.0,Приморский, Верхне-Каменская,11к1,Комендантский проспект,Чистое небо
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/302560239/,Санкт-Петербург,sale,flat,3,13,2,57.38,-1,0,16663483.0,Калининский,Полюстровский проспект,,Академическая,Respect
ID 2973190,unknown,https://spb.cian.ru/sale/flat/303886281/,Санкт-Петербург,sale,flat,7,12,2,78.0,-1,0,29500000.0,Московский,Черниговская ,17,Московские ворота,Квартал Che
ФСК,developer,https://spb.cian.ru/sale/flat/301042921/,Санкт-Петербург,sale,flat,2,11,1,33.2,-1,0,5406288.0,Невский,Невский,,,Зум на Неве ЖК
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/294544573/,Санкт-Петербург,sale,flat,2,15,1,36.9,-1,0,12287700.0,Невский,Октябрьская набережная,57к3,Елизаровская,Цивилизация на Неве
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/302397195/,Санкт-Петербург,sale,flat,1,14,1,33.2,-1,0,7300000.0,Красносельский,Ленинский проспект,77к2,Ленинский проспект,
Просто недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/295721727/,Санкт-Петербург,sale,flat,9,9,1,31.7,-1,0,5600000.0,Красногвардейский,Хасанская ,22к1,Улица Дыбенко,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303906742/,Санкт-Петербург,sale,flat,2,4,2,50.95,-1,0,12100115.0,Петродворцовый,,,Автово,Дворцовый фасад ЖК
Century 21 Гарант,real_estate_agent,https://spb.cian.ru/sale/flat/302113850/,Санкт-Петербург,sale,flat,17,25,3,107.7,-1,0,31999000.0,Московский, Типанова,27/39,Московская,
Луч,real_estate_agent,https://spb.cian.ru/sale/flat/302042917/,Санкт-Петербург,sale,flat,10,12,1,38.0,-1,0,6999999.0,Невский,Караваевская ,42,Рыбацкое,
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/296121267/,Санкт-Петербург,sale,flat,1,4,2,58.34,-1,0,10017800.0,Пушкинский,,,Купчино,Образцовый квартал 14 ЖК
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/303058914/,Санкт-Петербург,sale,flat,20,20,2,51.4,-1,0,11297720.0,Красногвардейский,м. Гражданский проспект,,Гражданский проспект,Ручьи ЖК
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/300431657/,Санкт-Петербург,sale,flat,20,22,1,32.4,-1,0,11399000.0,Приморский,Яхтенная ,24к2,Комендантский проспект,"Legenda на Яхтенной, 24"
Эрмитаж Галерея Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/304133497/,Санкт-Петербург,sale,flat,8,18,2,53.1,-1,0,11500000.0,Приморский,Долгоозерная ,33к2,Комендантский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/302441056/,Санкт-Петербург,sale,flat,1,4,2,59.47,-1,0,11700086.0,Пушкинский,,,Купчино,Универ Сити ЖК
РосСтройИнвест,developer,https://spb.cian.ru/sale/flat/297359519/,Санкт-Петербург,sale,flat,3,17,2,58.95,-1,0,12802646.0,Невский,Октябрьская набережная,116,Пролетарская,Лайнеръ
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/304321889/,Санкт-Петербург,sale,flat,5,26,1,40.0,-1,0,12900000.0,Приморский,Богатырский проспект,60к3,Комендантский проспект,Ultra City
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303691311/,Санкт-Петербург,sale,flat,8,12,2,55.25,-1,0,13000159.0,Приморский,Коломяги,,Проспект Просвещения,Бионика Заповедная
Терминал-Ресурс,developer,https://spb.cian.ru/sale/flat/296122006/,Санкт-Петербург,sale,flat,1,4,3,76.21,-1,0,13055700.0,Пушкинский,,,Купчино,Образцовый квартал 14 ЖК
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/298212945/,Санкт-Петербург,sale,flat,13,16,2,65.0,-1,0,13500000.0,Невский, Ворошилова,25к2,Проспект Большевиков,Ладожский парк
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/302621776/,Санкт-Петербург,sale,flat,2,12,2,50.72,-1,0,13650121.0,Московский,м. Ленинский проспект,,Ленинский проспект,Титул в Московском
ФСК,developer,https://spb.cian.ru/sale/flat/295182540/,Санкт-Петербург,sale,flat,12,17,3,82.11,-1,0,13556689.0,Невский,Невский,,,Зум на Неве ЖК
Весь Петербург,real_estate_agent,https://spb.cian.ru/sale/flat/285711049/,Санкт-Петербург,sale,flat,4,5,2,43.7,-1,0,14000000.0,Петроградский,Большая Пушкарская ,21Б,Горьковская,
Анна Баранова,realtor,https://spb.cian.ru/sale/flat/299047349/,Санкт-Петербург,sale,flat,3,11,2,44.7,-1,0,14080500.0,Приморский,Фермское шоссе,12Б,Удельная,
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/304299213/,Санкт-Петербург,sale,flat,10,10,3,62.8,-1,0,14250000.0,Приморский,Долгоозерная ,1,Комендантский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296006331/,Санкт-Петербург,sale,flat,1,4,3,75.56,-1,0,14500304.0,Пушкинский,,,Купчино,Универ Сити ЖК
Лидер Групп,developer,https://spb.cian.ru/sale/flat/294573103/,Санкт-Петербург,sale,flat,11,18,2,61.0,-1,0,14945000.0,Василеостровский,бульвар Головнина,3к1,Горный институт,Колумб (Гавань Капитанов)
Лидер Групп,developer,https://spb.cian.ru/sale/flat/292158183/,Санкт-Петербург,sale,flat,17,23,1,47.35,-1,0,14915250.0,Московский,Гагаринское,,,Дефанс ЖК
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/303059342/,Санкт-Петербург,sale,flat,14,23,2,47.51,-1,0,15317224.0,Красносельский,Юго-Запад,,Автово,Морская миля ЖК
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/303209523/,Санкт-Петербург,sale,flat,3,18,1,44.0,-1,0,15500000.0,Невский, Дыбенко,8к1,Улица Дыбенко,Ренессанс
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/304227644/,Санкт-Петербург,sale,flat,2,25,2,71.5,-1,0,15750000.0,Приморский,Коломяжский проспект,20,Пионерская,Богатырский 2
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303980485/,Санкт-Петербург,sale,flat,5,5,3,77.8,-1,0,15800440.0,Московский,Пулковское шоссе,103В,Звездная,Парадный ансамбль
Трест 36,developer,https://spb.cian.ru/sale/flat/299783305/,Санкт-Петербург,sale,flat,4,8,2,63.72,-1,0,15930000.0,Невский, Седова,89К3,Ломоносовская,Belevsky Club
Группа Аквилон,developer,https://spb.cian.ru/sale/flat/285507432/,Санкт-Петербург,sale,flat,2,12,2,63.01,-1,0,16192743.0,Московский,Звёздное,,Звездная,Аквилон Ливз ЖК
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/302785156/,Санкт-Петербург,sale,flat,8,10,3,114.1,-1,0,16700000.0,Красногвардейский,Большеохтинский проспект,15К2,Ладожская,На Охте
Ленстройтрест,developer,https://spb.cian.ru/sale/flat/298650966/,Санкт-Петербург,sale,flat,3,8,3,87.22,-1,0,17348767.0,Приморский,Коломяги,,Проспект Просвещения,Окла ЖК
КВС,real_estate_agent,https://spb.cian.ru/sale/flat/300156177/,Санкт-Петербург,sale,flat,10,10,3,100.1,-1,0,17500000.0,Приморский, Оптиков,52к1,Беговая,
BRS,real_estate_agent,https://spb.cian.ru/sale/flat/300874968/,Санкт-Петербург,sale,flat,7,8,1,40.1,-1,0,17900000.0,Приморский,Липовая аллея,15,Старая Деревня,
Мегалит–Охта Групп,developer,https://spb.cian.ru/sale/flat/303980840/,Санкт-Петербург,sale,flat,11,25,3,85.5,-1,0,17911604.0,Приморский,Коломяжский проспект,13к2,Пионерская,Приморский квартал
BRS,real_estate_agent,https://spb.cian.ru/sale/flat/302902321/,Санкт-Петербург,sale,flat,8,17,1,46.5,-1,0,18200000.0,Приморский,Ушаковская набережная,3к2,Черная речка,Riverside
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/295028985/,Санкт-Петербург,sale,flat,5,12,3,83.5,-1,0,18650100.0,Приморский,Коломяги,,Озерки,Прайм Приморский ЖК
ID 91358006,homeowner,https://spb.cian.ru/sale/flat/300995719/,Санкт-Петербург,sale,flat,10,19,3,77.3,-1,0,18900000.0,Приморский,проспект Королева,65,Комендантский проспект,Юбилейный квартал
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/298769427/,Санкт-Петербург,sale,flat,6,12,3,90.25,-1,0,19400591.0,Приморский,Коломяги,,Проспект Просвещения,Бионика Заповедная
GloraX,developer,https://spb.cian.ru/sale/flat/304043677/,Санкт-Петербург,sale,flat,3,20,2,86.4,-1,0,19711763.0,Василеостровский, Челюскина,8,,Golden City
Лидер Групп,developer,https://spb.cian.ru/sale/flat/294573262/,Санкт-Петербург,sale,flat,6,18,3,90.4,-1,0,19888000.0,Василеостровский,бульвар Головнина,3к1,Горный институт,Колумб (Гавань Капитанов)
Группа Аквилон,developer,https://spb.cian.ru/sale/flat/289467072/,Санкт-Петербург,sale,flat,10,12,3,79.01,-1,0,20014020.0,Московский,Звёздное,,Звездная,Аквилон Ливз ЖК
Euroinvest Development,developer,https://spb.cian.ru/sale/flat/267475944/,Санкт-Петербург,sale,flat,3,10,1,41.98,-1,0,20150400.0,Московский,Московский проспект,72к2,Фрунзенская,ID Moskovskiy
Ленстройтрест,developer,https://spb.cian.ru/sale/flat/298651778/,Санкт-Петербург,sale,flat,3,7,2,84.37,-1,0,20233160.0,Приморский,набережная Реки Каменки,3к3,Озерки,Окла
